index,total_in_score,total_out_score,id,title,abstract
2747,0,0,1279,Israeli-Palestinian Conflict Escalates Further (200 vertices),"דובר צה""ל: תפסנו 20 מיליון ש""ח במזומן במנהרות חמאס בח'אן יונס - כסף השייך ליחיא סנוואר.כמו כן נתפס תיעוד על העברות כספים של יותר מ 150 מיליון דולר מאיראן לחמאס ויחיא סנוואר בעשור האחרון.כדי להגיב לכתבה לחצו כאן"
2748,0,0,1280,Israeli-Palestinian Conflict Escalates Further (200 vertices),מבזקן 12נעם בן ה-17 ועלמה בת ה-13 ששוחררו הערב משבי חמאס@N12chat
2749,0,1,1298,Israeli-Palestinian Conflict Escalates Further (200 vertices),"ניצן שפיראנפילה בתל שבע, לא דווח על נפגעים@N12chat"
2750,0,0,1317,Israeli-Palestinian Conflict Escalates Further (200 vertices),"אסף רוזנצוייגלפחות שני בני אדם נהרגו ועוד עשרות נפצעו במתקפה הרוסית בשעות הלילה והבוקר על אוקראינה. חיל האוויר האוקראיני דיווח שהרוסים תקפו באמצעות כטב""מים, טילים היפר-סוניים, טילים בליסטיים וטילי שיוט. בתיעוד: פגיעת טיל בבניין מגורים בקייב@N12chat"
2751,0,1,1318,Israeli-Palestinian Conflict Escalates Further (200 vertices),"יונה לייבזוןדאג אמהוף, הג'נטלמן השני, שנשוי לסגנית נשיא ארצות הברית קמלה האריס, השתתף באירוע שנערך בקונגרס בשיתוף השגרירות הישראלית להעלאת המודעות לאלימות המגדרית של חמאס. ""מה שקרה ב-7 באוקטובר: האכזריות הנוראית, העינויים, השחתת האיברים - כל זה אחרי שרואים טרוריסטים של חמאס צוחקים. זה קרה. חייבים לדבר על זה. אסור להכחיש ולהתעלם מזה""@N12chat"
2752,0,0,1332,Israeli-Palestinian Conflict Escalates Further (200 vertices),"התקיפות באזור צנעא, בירת תימן.כדי להגיב לכתבה לחצו כאן"
2753,0,0,1341,Israeli-Palestinian Conflict Escalates Further (200 vertices),"ענבר טויזרקריאות ""הדחה עכשיו"": מאות מפגינים מול מעון רה""מ נתניהו ברחוב עזה בירושלים הערב. צילום: סעיף 27א' לחוק זכויות יוצרים@N12chat"
2754,0,0,1349,Israeli-Palestinian Conflict Escalates Further (200 vertices),"ירון אברהםמידור השרים גנץ ואיזנקוט: גורם בסביבת גנץ טוען שהשניים עודכנו במהלך היממה האחרונה על ידי הגורמים המקצועיים האמונים על נושא החטופים והם ""מכירים לעומק"" את השיח שמתנהל. ""מחר יכונס קבינט המלחמה ובו יממשו את אחריותם הלאומית בנושא החטופים"", הוסיף הגורם@N12chat"
2755,0,0,1369,Israeli-Palestinian Conflict Escalates Further (200 vertices),ניר דבורימטוס כנף ציון יצא לטיסת מבחן לאתונה@N12chat
2756,0,0,1477,Israeli-Palestinian Conflict Escalates Further (200 vertices),תקיפות במחנה הפליטים ג'באליא ובבית לאהיא בצפון הרצועה.כדי להגיב לכתבה לחצו כאן
2757,0,0,1490,Israeli-Palestinian Conflict Escalates Further (200 vertices),"מבזקן 12מד""א: אישה כבת 40 נפצעה אנושות ומבוצעות בה פעולות החייאה וגבר כבן 40 נפצע קשה באירוע אלימות בכביש 4 בין קיבוץ לוחמי הגטאות למושב רגבה. הם פונו בידי צוותי מד""א למרכז הרפואי לגליל בנהריה@N12chat"
2758,0,0,1546,Israeli-Palestinian Conflict Escalates Further (200 vertices),ענבר טויזרנקבע מותו של הפצוע בפיגוע הירי@N12chat
2759,0,0,1550,Israeli-Palestinian Conflict Escalates Further (200 vertices),הזרוע הצבאית של חמאס מפיצה סרטון לוחמה פסיכולוגית קשה בעניין החטופים. אנא אל תפיצו אותו.
2760,0,1,1575,Israeli-Palestinian Conflict Escalates Further (200 vertices),הפלסטינים מדווחים שמתוך 11 ההרוגים בתקיפה ברפיח זוהו בינתיים שמונה:אחמד מקדאדג'האד ערפאתעבד א-נאצר עואדראפת ד'הליזאמין אבו רצ'רצ'ואןנדאא' א-נג'דירנדה ד'הילזואא'ל אבו טהכאמור ישנם עוד 3 בלתי מזוהים: שני גברים ואישה.
2761,1,0,1585,Israeli-Palestinian Conflict Escalates Further (200 vertices),"ניר דבוריכוחות צה""ל עצרו מחבלים בבית ספר בשכונת היוקרה רימאל שצפון רצועת עזה, והם נחקרו על ידי חוקרי יחידה 504. בין המחבלים היו מחבל מכוח נוח’בה ומחבל שהשתתף בטבח ב-7 באוקטובר@N12chat"
2762,0,0,1595,Israeli-Palestinian Conflict Escalates Further (200 vertices),ענבר טויזרשרים וחברי כנסת רוקדים בכנס ההתיישבות בגבול עזה. צילום N12@N12chat
2763,0,0,1617,Israeli-Palestinian Conflict Escalates Further (200 vertices),אסף רוזנצוייגפגישת נשיא רוסיה פוטין ונשיא איחוד האמירויות מוחמד בן זאיד באבו דאבי. פוטין אמר כי השניים ידונו בין היתר במלחמות בישראל ובאוקראינה@N12chat
2764,0,0,1683,Israeli-Palestinian Conflict Escalates Further (200 vertices),"פעיל החזבאללה, עלי שקיר נהרג בתקיפה ישראלית אתמול."
2765,0,0,1708,Israeli-Palestinian Conflict Escalates Further (200 vertices),"הפלסטינים מדווחים על 15 הרוגים בתקיפת בית משפחת אלחיה, באזור א-צפטאוי בצפון הרצועה."
2766,1,0,1743,Israeli-Palestinian Conflict Escalates Further (200 vertices),"ניר דבורידובר צה""ל חשף כי לוחמי צה""ל, שב""כ ומג""ב פעלו הלילה ברחבי יהודה ושומרון ועצרו כעשרה מבוקשים, חלקם משוייכים לחמאס. בנוסף, החרימו הלוחמים אמצעי לחימה רבים. אין נפגעים לכוחותינו. עד כה נעצרו מתחילת המלחמה יותר מ-2,500 מבוקשים ברחבי יהודה, שומרון והבקעה, כ-1,300 מהם משויכים לארגון הטרור חמאס. צילום: דובר צה""ל@N12chat"
2767,0,0,1776,Israeli-Palestinian Conflict Escalates Further (200 vertices),ספיר ליפקיןדיווח בעיתון אל-וטן שמזוהה עם שלטון אסד: הטיסות  שנכנסות לסוריה - הועברו לנמלי התעופה בחלב ובלטקיה@N12chat
2768,0,0,1823,Israeli-Palestinian Conflict Escalates Further (200 vertices),מקורות לבנונייםטוענים:אלו החורים שהותירו 6 הפצצות /טילים ששוגרו מכלי טיס ישראלי בחיסול של צאלח אלעארורי בביירות.כדי להגיב לכתבה לחצו כאן
2769,0,0,1838,Israeli-Palestinian Conflict Escalates Further (200 vertices),"אור רבידהלוויתו של אליה טולדנו ז""ל תתקיים היום בשעה 12:00 בבית העלמין ""לחיים"" באלעד@N12chat"
2770,1,0,1866,Israeli-Palestinian Conflict Escalates Further (200 vertices),"גיא ורוןחוליה של חיזבאללה שיגרה שתי רקטות לעבר מוצב צה""ל בהר דב - הן נפלו בשטח פתוח. צה""ל השיב באש ארטילרית למקורות הירי@N12chat"
2771,0,0,1893,Israeli-Palestinian Conflict Escalates Further (200 vertices),"מבזקן 12נתניהו בהצהרה המשותפת: לא שמעתי את הזעקה של ארגוני זכויות האדם והנשים באו""ם. אני אומר להם - איפה אתם? שתקתם בגלל שמדובר בנשים יהודיות?@N12chat"
2772,1,0,1974,Israeli-Palestinian Conflict Escalates Further (200 vertices),"אדר גיציסכעת: צה""ל תוקף בדרום לבנון@N12chat"
2773,0,0,2020,Israeli-Palestinian Conflict Escalates Further (200 vertices),"ניר דבוריצה""ל: השלמנו שני גלי תקיפות של מטרות של חיזבאללה בדרום לבנון. ביניהן: תשתיות טרור, מבנים צבאיים, עמדות תצפית, עמדות שיגור ומפקדה מבצעית@N12chat"
2774,0,0,2032,Israeli-Palestinian Conflict Escalates Further (200 vertices),תמיר סטיינמן📝אחרי 4 ימים של שקט בעוטף: צבע אדום בנתיב העשרה@N12chat
2775,1,0,2038,Israeli-Palestinian Conflict Escalates Further (200 vertices),"חזבאללה בכרוז רשמי: תקפנו 4 מוצבים של צה""ל בתגובה לתקיפות צה""ל אחה""צ."
2776,0,0,2060,Israeli-Palestinian Conflict Escalates Further (200 vertices),"ספיר ליפקיןכך נראית שכונת תל א-זעתר, צפון הרצועה@N12chat"
2777,1,0,2066,Israeli-Palestinian Conflict Escalates Further (200 vertices),"כתב חזבאללה: טיל נ""ט שוגר לעבר מטרה ישראלית צבאית באזור שתולה."
2778,0,0,2069,Israeli-Palestinian Conflict Escalates Further (200 vertices),"אדר גיציסהפצוע מירי הנ""ט בגבול לבנון: שומר בכנסייה המפורסמת באיקרית@N12chat"
2779,0,0,2070,Israeli-Palestinian Conflict Escalates Further (200 vertices),"מבזקן 12114 עצורים פלסטינים שהוחזקו בישראל שוחררו ונכנסו לעזה, כך מסרה רשות המעברים ברצועה@N12chat"
2780,0,0,2092,Israeli-Palestinian Conflict Escalates Further (200 vertices),"מבזקן 12עדכון רשות הטבע והגנים: הגן הלאומי עין עבדת סגור למבקרים, למעט התצפית. גם שמורת הטבע עין גדי סגורה למבקרים, למעט בית הכנסת@N12chat"
2781,1,0,2114,Israeli-Palestinian Conflict Escalates Further (200 vertices),"אדר גיציסמטוסי קרב תקפו בשעות האחרונות מטרות טרור של חיזבאללה במרחב ואדי חמול, כך עדכן דובר צה""ל. בין המטרות שהותקפו: עמדות שיגור, מתחם צבאי ותשתיות טרור@N12chat"
2782,1,0,2118,Israeli-Palestinian Conflict Escalates Further (200 vertices),"אדר גיציסצה""ל: זוהו כעשרה שיגורים של פצמ""רים למוצב צה""ל במרחב ראש הנקרה, אין נפגעים. כוחותינו תוקפים את מקורות הירי@N12chat"
2783,0,10,2140,Israeli-Palestinian Conflict Escalates Further (200 vertices),אסף רוזנצוייגדובר משרד החוץ של קטר: אין פריצת דרך לעדכן עליה בנוגע להפסקת אש ועסקת שחרור חטופים. קטר אופטימית בנוגע לשיחות@N12chat
2784,0,0,2150,Israeli-Palestinian Conflict Escalates Further (200 vertices),דפנה ליאל📝קריית מלאכי: ראש העירייה המכהן ללו זוהר זכה בקדנציה נוספת@N12chat
2785,0,0,2151,Israeli-Palestinian Conflict Escalates Further (200 vertices),פליטים סורים עומדים בתור במעבר הגבול בין טורקיה לסוריה כדי לחזור למולדתם עם נפילת משטר אסד.תגובה אחת
2786,0,0,2166,Israeli-Palestinian Conflict Escalates Further (200 vertices),"טל שגיאנשיא טורקיה ארדואן שוחח בטלפון עם נשיא ארה""ב ביידן@N12chat"
2787,1,0,2174,Israeli-Palestinian Conflict Escalates Further (200 vertices),הפלסטינים מדווחים תקיפות הלילה בצפון הרצועה גרמו להרס בכבישים המובילים לבית החולים האינדונזי בצפון הרצועה - דבר שיקשה על הגישה אליו.
2788,0,0,2388,Israeli-Palestinian Conflict Escalates Further (200 vertices),"דסק החוץלפי סקר חדש שפורסם בסוכנות הידיעות AP - מחצית מהמבוגרים בארצות הברית חושבים שהמערכה הצבאית של ישראל בעזה ""הלכה רחוק מדי""@N12chat"
2789,1,0,2403,Israeli-Palestinian Conflict Escalates Further (200 vertices),יונה לייבזוןמסתמן: אילון מאסק צפוי להגיע לישראל בשבוע הבא ולבקר בעוטף עזה. האיש העשיר בעולם עתיד להיפגש עם נשיא המדינה הרצוג וראש הממשלה נתניהו@N12chat
2790,0,0,2436,Israeli-Palestinian Conflict Escalates Further (200 vertices),"דסק החוץ📝מרכז הסחר הימי הבריטי: ""תקרית"" 111 קילומטר ממערב לעדן שבתימן. לפי הדיווח נשמעו פיצוצים ונצפו טילים, הצוות לא נפגע@N12chat"
2791,0,0,2439,Israeli-Palestinian Conflict Escalates Further (200 vertices),"תמיר סטיינמןמחאת תושבים בכניסה לשדרות: ""לא חוזרים בלי ביטחון""@N12chat"
2792,0,0,2454,Israeli-Palestinian Conflict Escalates Further (200 vertices),"איתמר מינמרראש הממשלה לשעבר נפתלי בנט מצטרף כדירקטור לחברת הסטארטאפ REMEPY של מיכל צור, שותפתו לשעבר מסאיוטה. החברה החדשה פועלת בתחום הבריאות הדיגיטלית ומשלבת לראשונה תוכנה בתוך תרופות@N12chat"
2793,0,0,2499,Israeli-Palestinian Conflict Escalates Further (200 vertices),"נועם כהןהזמרת נועה קירל סופדת לבן דודתה שנרצח בפיגוע: ""המציאות הטראגית הגיעה גם אלי ולמשפחתי. נזכור את אורי לעד""@N12chat"
2794,0,0,2534,Israeli-Palestinian Conflict Escalates Further (200 vertices),"דין פישריום חג בנתב""ג: חברת הלואוקוסט ריינאייר נחתה לפני זמן קצר בנתב""ג מברגמו. גם טראנסוויה הצרפתית חזרה היום@N12chat"
2795,0,0,2565,Israeli-Palestinian Conflict Escalates Further (200 vertices),"מחמד רעד, חבר פרלמנט לבנוני מטעם חזבאללה:מה שאנו עושים בלבנון זה לספק הגנה ללבנון. אין מקום לחשש אצל תושבי לבנון. אנו מגינים על הזירה שלנו כדי שהאויב לא יעשה מה שהוא רוצה בכל הזירות.דורשים מאיתנו שלא נתערב אך אינם יודעים מה הדרך לאלץ את האויב להפסיק את תוקפנותו בעזה."
2796,0,0,2580,Israeli-Palestinian Conflict Escalates Further (200 vertices),"עמית אטיאסאחרי ההצלחה הקופתית הגדולה של הסרט הראשון, צילומי ""בחורים טובים 2"" יצאו לדרך. ניב סולטן ועומר נודלמן מצטרפות לקאסט עתיר כוכבים. הסרט בבימויו של ארז תדמור מצטרף למועדון מצומצם של סרטי המשך בקולנוע הישראלי. צילום: ארז תדמור@N12chat"
2797,1,0,2581,Israeli-Palestinian Conflict Escalates Further (200 vertices),"אדר גיציסשלושה שיגורים זוהו מלבנון לעבר מרחב מרגליות לפני זמן קצר, צה""ל משיב בארטילריה. מוקדם יותר זוהו שיגורים נוספים לעבר הר דב ושתולה@N12chat"
2798,1,0,2643,Israeli-Palestinian Conflict Escalates Further (200 vertices),הזרוע הצבאית של חמאס מקבלת אחריות לפני זמן קצר על שיגור לעבר תל אביב
2799,1,0,2650,Israeli-Palestinian Conflict Escalates Further (200 vertices),"ספיר ליפקיןבעזה מדווחים: צה""ל תקף סמוך למסגד עבדאללה עזאם בשכונת צברה@N12chat"
2800,1,0,2673,Israeli-Palestinian Conflict Escalates Further (200 vertices),"דובר הזרוע הצבאית של חמאס:הודענו אתמול לקטרים שנשחרר עוד שתי חטופות, ללא תמורה בשל סיבות הומניטריות, אך ישראל סירבה לכך.##ייתכן שמדובר בחלק מלוחמה פסיכולוגית."
2801,0,0,2680,Israeli-Palestinian Conflict Escalates Further (200 vertices),"מבזקן 12דובר צה""ל עדכן כי מטוסי קרב של חיל האוויר תקפו הבוקר תשתיות טרור של חיזבאללה בשטח לבנון, לצד אתרים צבאיים שבהם פעלו מחבלי הארגון. בנוסף, כוחות צה""ל תקפו מרחבים בשטח לבנון בתגובה על שיגור טיל הנ""ט לקריית שמונה@N12chat"
2802,0,0,2686,Israeli-Palestinian Conflict Escalates Further (200 vertices),"ניצן שפיראבניסיון למנוע משיירות סיוע להיכנס לרצועה, פעילים חסמו משעות הבוקר את מעבר ניצנה. צילום: צו 9@N12chat"
2803,0,0,2709,Israeli-Palestinian Conflict Escalates Further (200 vertices),סוכנות הידיעות הצרפתית: סין הציעה עצמה כמתווכת בין פקיסטן לאיראן בעקבות חילופי המהלומות האחרונים בין שתי המדינות.
2804,0,0,2721,Israeli-Palestinian Conflict Escalates Further (200 vertices),ניצן שפיראביום השלישי ברציפות: מפגינים מונעים ממשאיות לעבור דרך כרם שלום לעזהצילום: אפרת אברהמי צו 9@N12chat
2805,0,0,2745,Israeli-Palestinian Conflict Escalates Further (200 vertices),אסף רוזנצוייגתיעוד: תקיפה של העיר צעדה שבצפון תימן@N12chat
2806,0,0,2748,Israeli-Palestinian Conflict Escalates Further (200 vertices),"גיא ורוןהאזעקות בקריית שמונה והסביבה: שלושה שגורים מלבנון נפלו בשטחים פתוחים, לא ידוע על נפגעים@N12chat"
2807,0,0,2756,Israeli-Palestinian Conflict Escalates Further (200 vertices),יולן כהןלפחות שישה מפגינים נעצרו בהפגנה הלא חוקית צמוד למחלף השלום@N12chat
2808,1,0,2773,Israeli-Palestinian Conflict Escalates Further (200 vertices),ספיר ליפקין📝דיווח בעיתון הקטארי אל-ערבי אל-ג'דיד מפי גורם מצרי: משלחת ביטחונית ישראלית רמת דרג הגיעה הערב לקהיר כדי לחדש את המשא ומתן לעסקת חטופים. בדיווח צוין כי קהיר חידשה באופן רשמי את התיווך בין ישראל לבין חמאס@N12chat
2809,0,0,2792,Israeli-Palestinian Conflict Escalates Further (200 vertices),"גיא ורוןפגיעה ישירה בבניין מגורים: תיעוד הנזק בקריית שמונה, לא היו נפגעים@N12chat"
2810,1,0,2810,Israeli-Palestinian Conflict Escalates Further (200 vertices),ספיר ליפקיןדיווחים פלסטיניים: מספר ההרוגים בתקיפת הרכב ברפיח עלה ל-3@N12chat
2811,0,0,2830,Israeli-Palestinian Conflict Escalates Further (200 vertices),מבזקן 12אחרי שעות של שקט: צבע אדום בנתיב העשרה שבעוטף עזה@N12chat
2812,0,0,2847,Israeli-Palestinian Conflict Escalates Further (200 vertices),מקורות לבנוניים טוענים שני הפעילים של פלוגות ההתנגדות הלבנונית 👆נהרגו בשעה שניסו לחלץ גופה של אחד מאנשיהם סמוך לאזור הגדר.במניין ההרוגים הם נחשבים כחזבאללה לכל דבר ועניין.עד כה חזבאללה הודה ב 28 הרוגים בשורותיו.
2813,0,0,2876,Israeli-Palestinian Conflict Escalates Further (200 vertices),"אסף רוזנצוייגדיווח בוול סטריט ג'ורנל: ארה""ב אמרה לישראל לא לתקוף את החות'ים בתימן מחשש להרחבת העימות במזרח התיכון@N12chat"
2814,0,0,2879,Israeli-Palestinian Conflict Escalates Further (200 vertices),הנשיא האיראני נחת לפני זמן קצר בקהיר.זהו הביקור הראשון של נשיא איראני במצרים מזה 11 שנה.
2815,1,0,2888,Israeli-Palestinian Conflict Escalates Further (200 vertices),אסף רוזנצוייגהבוקר באיסטנבול: רבבות בני אדם בעצרת תמיכה בפלסטינים ובחמאס ובקריאות נגד ישראל@N12chat
2816,0,0,2929,Israeli-Palestinian Conflict Escalates Further (200 vertices),"ספיר ליפקיןרשות המעברים הפלסטינית: ""הצד המצרי הכחיש שיש בידיו מידע על כוונה של ישראל לבצע פעולה צבאית צבאית לאורך הגבול בין עזה למצרים. כל מידע על תנועות צבאיות בגבול אינו נכון""@N12chat"
2817,0,0,2941,Israeli-Palestinian Conflict Escalates Further (200 vertices),אור רבידהמשטרה עצרה הלילה 5 חשודים בגניבת רכב בצפון ירושלים. בחיפוש שערכו השוטרים ברכב נמצאו כלי פריצה שונים ומשבש תדרים. צילום: דוברות המשטרה@N12chat
2818,2,0,3034,Israeli-Palestinian Conflict Escalates Further (200 vertices),טל שגיאקירבי: אנו מועניינים לראות את הסיוע ההומניטרי נכנס שוב לעזה אחרי שישראל עצרה אותו@N12chat
2819,0,1,3057,Israeli-Palestinian Conflict Escalates Further (200 vertices),בן גולדפריינדשגיב יחזקאל יעזוב את טורקיה בשעות הקרובות ויגיע לישראל במטוס פרטי@N12chat
2820,0,0,3059,Israeli-Palestinian Conflict Escalates Further (200 vertices),אדר גיציסבמרחב הר דב אין גדר שמפרידה בין לבנון לשטח ישראל. החולייה לא הייתה צריכה לחדור דרך גדר כדי להיכנס@N12chat
2821,0,0,3062,Israeli-Palestinian Conflict Escalates Further (200 vertices),"מבזקן 12הותר לפרסום: מבצעי הפיגוע ברעננה בחודש שעבר תכננו לרצוח קצין צה""ל בכיר@N12chat"
2822,0,0,3113,Israeli-Palestinian Conflict Escalates Further (200 vertices),"ניר דבוריתיעוד מההיערכות צה""ל לקליטת החטופים@N12chat"
2823,1,0,3136,Israeli-Palestinian Conflict Escalates Further (200 vertices),"ספיר ליפקיןתיעוד ממערב ח'אן יונס: טנקים של צה""ל תועדו לעיני העזתים@N12chat"
2824,0,0,3160,Israeli-Palestinian Conflict Escalates Further (200 vertices),"אסף רוזנצוייגהחות'ים בתימן פרסמו את תמונותיהם של 13 מאנשיהם שנהרגו בתקיפות האחרונות של ארה""ב ובריטניה בתימן. אתמול דווח כי נערכה הלוויה ל-17 אנשי הזרוע הצבאית של החות'ים שנהרגו בתקיפות@N12chat"
2825,1,1,3172,Israeli-Palestinian Conflict Escalates Further (200 vertices),"צה""ל תוקף בעיתא א-שעב, טירחרפא נאקורה בדרום לבנון."
2826,0,0,3188,Israeli-Palestinian Conflict Escalates Further (200 vertices),ערוצים פלסטינים מובילים: תקשורת הסלולר והאינטרנט ברצועה- הושבתה.
2827,1,0,3235,Israeli-Palestinian Conflict Escalates Further (200 vertices),"גיא ורוןכוחות צה""ל תקפו חוליית מחבלים במרחב שתולה שניסתה לשגר טיל נ""ט לעבר שטח ישראל. בנוסף, טנקים של צה""ל תקפו תשתית טרור של חיזבאללה בשטח לבנון. בהמשך להתרעות בצפון הארץ, זוהו שיגורים משטח לבנון שנפלו בשטחים פתוחים - אין נפגעים; צה""ל תקף באש את מקורות הירי. כמו כן, צה""ל תקף בירי ארטילרי מספר מרחבים בשטח לבנון@N12chat"
2828,0,0,3236,Israeli-Palestinian Conflict Escalates Further (200 vertices),אילנית אדלרבשעות הבוקר גשם יירד באזור המרכז ובהדרגה צפוי להצפין. גשמים רבים יירדו בצפון. בלילה הגשם צפוי להתחדש. קיים חשש לשיטפונות בים המלח ובמדבר יהודה@N12chat
2829,0,0,3242,Israeli-Palestinian Conflict Escalates Further (200 vertices),"גיא ורוןתיעוד מהבית בכפר יובל שנפגע מטיל נ""ט מוקדם יותר הבוקר. צילום: כבאות והצלה@N12chat"
2830,0,0,3252,Israeli-Palestinian Conflict Escalates Further (200 vertices),גיא ורוןכמה מאות מתושבי הצפון מפגינים בצומת עמיעד בדרישה מהמדינה לפתור את הבעיה הביטחונית בגבול ולאפשר להם חזרה בטוחה לביתם@N12chat
2831,1,10,3300,Israeli-Palestinian Conflict Escalates Further (200 vertices),"ניר דבורישלושה מחבלים הרוגים בפעילות של צה""ל בג'נין@N12chat"
2832,0,0,3359,Israeli-Palestinian Conflict Escalates Further (200 vertices),תמיר סטיינמןהשיירה הראשונה עם החטופים ששוחררו בצומת אורים. קרדיט: עוז מזרחי@N12chat
2833,0,0,3404,Israeli-Palestinian Conflict Escalates Further (200 vertices),"דפנה ליאלגוטליב בישיבת הסיעה: דובר צה""ל משרת נרטיבים שהם לא ימניים@N12chat"
2834,0,0,3405,Israeli-Palestinian Conflict Escalates Further (200 vertices),תמיר סטיינמןאשקלון: כמה נפגעי חרדה בעקבות פגיעה ישירה בבניין במטוח האחרון@N12chat
2835,0,0,3415,Israeli-Palestinian Conflict Escalates Further (200 vertices),"דפנה ליאלהותר לפרסום: רס""ר מאור לביא מסוסיה, רס""ן שי שמריז ממרכז שפירא וסרן שאול גרינגליק מרעננה נפלו בקרבות ברצועת עזה. 5 לוחמים נוספים נפצעו קשה@N12chat"
2836,0,0,3486,Israeli-Palestinian Conflict Escalates Further (200 vertices),בן גולדפריינדגאווה: לוחם הטקוואנדו הפראלימפי אסף יסעור זכה בזהב בתחרות הפיינל גראנד פרי - אליה מוזמנים 8 הלוחמים הטובים בעולם בלבד@N12chat
2837,0,0,3489,Israeli-Palestinian Conflict Escalates Further (200 vertices),אסף רוזנצוייגממשלת צרפת הטילה סנקציות על מנהיג חמאס יחיא סינוואר@N12chat
2838,0,0,3533,Israeli-Palestinian Conflict Escalates Further (200 vertices),"מטוסי חיל האוויר הישראלי ""מציירים משבצות"" בשמי קוניטרה בדרום סוריה.3 תגובות"
2839,0,0,3569,Israeli-Palestinian Conflict Escalates Further (200 vertices),תחנה ניידת להטענת טלפונים סלולריים על בסיס אנרגיה סולארית.כדי להגיב לכתבה לחצו כאן
2840,1,0,3604,Israeli-Palestinian Conflict Escalates Further (200 vertices),"דסק החוץהחות'ים טוענים שתקפו כמה ספינות מלחמה של ארצות הברית בים סוף, וכן אתרים באילת. כמו כן, טוענים שתקפו ספינה ישראלית במפרץ עדן@N12chat"
2841,2,0,3615,Israeli-Palestinian Conflict Escalates Further (200 vertices),"חזבאללה בכרוז רשמי: אנשינו ירו נ""ט לעבר טנק של צה""ל מעט לפני השעה 18:00."
2842,0,1,3618,Israeli-Palestinian Conflict Escalates Further (200 vertices),"מבזקן 12צה""ל ושב""כ חשפו תיעוד מיוחד של בכירי חטיבת צפון רצועת עזה וחטיבת העיר עזה של חמאס מתוך המנהרות. מרבית הבכירים חוסלו במהלך הלחימה. צילום: דובר צה""ל@N12chat"
2843,1,0,3636,Israeli-Palestinian Conflict Escalates Further (200 vertices),"ספיר ליפקיןדיווח בעזה: תקיפות אינטנסיביות של צה""ל באזור מסגד פלסטין בשכונת רימאל@N12chat"
2844,0,0,3660,Israeli-Palestinian Conflict Escalates Further (200 vertices),"דפנה ליאלשר הפנים, משה ארבל, משיב לסמוטריץ׳ ומבהיר שלא ידחה פעם נוספת את הבחירות לרשויות המקומיות. לדבריו, גורמי המקצוע העריכו כי ניתן לקיים את הבחירות ב-30.1, ויש חשיבות לעריכתן סמוך למועד המקורי@N12chat"
2845,1,0,3680,Israeli-Palestinian Conflict Escalates Further (200 vertices),מבזקן 12המטח למרכז: גבר כבן 40 נפצע קל מרסיס רקטה בתל אביב@N12chat
2846,0,0,3713,Israeli-Palestinian Conflict Escalates Further (200 vertices),"מבזקן 12המשטרה מטפלת במספר זירות נפילה של פריטי רקטה באזור קריית שמונה. לא היו נפגעים כתוצאה מהנפילות, אך נזק נגרם לרכוש. המשטרה קראה לציבור להימנע מהגעה לזירות@N12chat"
2847,0,0,3727,Israeli-Palestinian Conflict Escalates Further (200 vertices),"אור רבידתושבות ותושבי כפר סבא ליוו בדגלי ישראל את רס""ן אביתר כהן ז""ל, תושב העיר שנהרג בקרב ברצועת עזה. ראש העירייה רפי סער: ""אביתר היה מלח הארץ, גיבור ישראל, וכולנו כואבים את נפילתו. הערכים עליהם התחנך וחינך את ילדיו, יהיו כנר לרגלינו"". צילום: דוברות העירייה@N12chat"
2848,1,0,3757,Israeli-Palestinian Conflict Escalates Further (200 vertices),"ערוצים לבנוניים: כלי טיס של צה""ל תקף מסוג סקודה ראפיד רכב באזור שעיתיה בדרום לבנון."
2849,1,0,3768,Israeli-Palestinian Conflict Escalates Further (200 vertices),"ספיר ליפקין📝חיזבאללה סיכם את היום עם 12 פעולות נגד ישראל בגבול לבנון. מתחילת המלחמה הודיע הארגון על 84 מחבלים משורותיו שחוסלו, אם כי על פי ההערכות מספרם גבוה יותר@N12chat"
2850,1,0,3772,Israeli-Palestinian Conflict Escalates Further (200 vertices),"אדר גיציסלפני זמן קצר: מחבלי חיזבאללה ירו טיל נ""ט לדוב""ב בגליל העליון, אין נפגעים@N12chat"
2851,0,0,3776,Israeli-Palestinian Conflict Escalates Further (200 vertices),"ניצן שפיראצעירה בת 23 נפצעה בינוני בתאונה בין שני כלי רכב בשדרות דוד בן גוריון באשקלון. חובשים ופרמדיקים של מד""א פינו אותה לבית החולים ברזילי עם חבלות בגפיים@N12chat"
2852,1,0,3857,Israeli-Palestinian Conflict Escalates Further (200 vertices),"ערוצים לבנוניים: תקיפה אווירית של צה""ל כעת בכפר חאנין (מעט צפונית לרמיש) בדרום לבנון.כדי להגיב לכתבה לחצו כאן"
2853,0,0,3920,Israeli-Palestinian Conflict Escalates Further (200 vertices),"תמיר סטיינמןנחל גדרון, מול ראס השיטה, זורם. צילום: בועז עוז, הערבה התיכונה@N12chat"
2854,0,0,3925,Israeli-Palestinian Conflict Escalates Further (200 vertices),"אדר גיציסדובר צה""ל: החל משעות הבוקר, צה""ל תוקף באמצעות טנקים וירי ארטילרי מספר מרחבים בשטח לבנון. בנוסף כלי טיס של צה""ל תקפו לפני זמן קצר מפקדה מבצעית ותשתית טרור של ארגון הטרור חיזבאללה@N12chat"
