id,abstract,label,text_label,summary
373,"E.D. And F. MAN TO BUY INTO HONG KONG FIRM
  The U.K. Based commodity house E.D.
  And F. Man Ltd and Singapore's Yeo Hiap Seng Ltd jointly
  announced that Man will buy a substantial stake in Yeo's 71.1
  pct held unit, Yeo Hiap Seng Enterprises Ltd.
      Man will develop the locally listed soft drinks
  manufacturer into a securities and commodities brokerage arm
  and will rename the firm Man Pacific (Holdings) Ltd.
  

",[3],['acq'],"E.D. And F. MAN TO BUY INTO HONG KONG FIRM
  The U.K. Based commodity house E.D.
  And F. Man Ltd and Singapore's Yeo Hiap Seng Ltd jointly
  announced that Man will buy a substantial stake in Yeo's 71.1
  pct held unit, Yeo Hiap Seng Enterprises Ltd.
      Man will develop the locally listed soft drinks
  manufacturer into a securities and commodities brokerage arm
  and will rename the firm Man Pacific (Holdings) Ltd.
  

"
374,"AMERICAN CYANAMID &lt;ACY> BUYS U.K. COMPANY
  American Cyanamid Co said it bought
  the 50 pct interest of Cyanamid Fothergill Ltd held by
  &lt;Fothergill and Harvey PLC>, making the unit a wholly owned
  subsidiary.
      The unit manufactures structural materials, including
  advanced composites, adhesives, and aluminum honeycomb for the
  European space industry.
      The current management will remain in place and the unit
  will continue at its locations in Wrexham, U.K., the company
  said.
  

",[3],['acq'],"AMERICAN CYANAMID &lt;ACY> BUYS U.K. COMPANY
  American Cyanamid Co said it bought
  the 50 pct interest of Cyanamid Fothergill Ltd held by
  &lt;Fothergill and Harvey PLC>, making the unit a wholly owned
  subsidiary.
      The unit manufactures structural materials, including
  advanced composites, adhesives, and aluminum honeycomb for the
  European space industry.
      The current management will remain in place and the unit
  will continue at its locations in Wrexham, U.K., the company
  said.
  

"
375,"MAGMA LOWERS COPPER 0.75 CENT TO 66 CTS
  Magma Copper Co, a subsidiary of Newmont
  Mining Corp, said it is cutting its copper cathode price by
  0.75 cent to 66 cents a lb, effective immediately.
  

",[26],['copper'],"MAGMA LOWERS COPPER 0.75 CENT TO 66 CTS
  Magma Copper Co, a subsidiary of Newmont
  Mining Corp, said it is cutting its copper cathode price by
  0.75 cent to 66 cents a lb, effective immediately.
  

"
376,"LIFESTYLE RESTAURANTS INC &lt;LIF> 1ST QTR JAN 24
  Shr loss 31 cts vs loss eight cts
      Net loss 1,780,000 vs loss 449,000
      Revs 13.9 mln vs 17.8 mln
      NOTE: Current 1st qtr loss included a gain of 870,000 dlrs
  and 70,000 dlrs from the sale of restaurant leases.
  

",[41],['earn'],"LIFESTYLE RESTAURANTS INC &lt;LIF> 1ST QTR JAN 24
  Shr loss 31 cts vs loss eight cts
      Net loss 1,780,000 vs loss 449,000
      Revs 13.9 mln vs 17.8 mln
      NOTE: Current 1st qtr loss included a gain of 870,000 dlrs
  and 70,000 dlrs from the sale of restaurant leases.
  

"
377,"MERRILL LYNCH &lt;MER> FIRES VASKEVITCH
  Merrill Lynch and Co Inc fired the
  head of the mergers department in its London office today,
  saying he had been unable to provide a ""satisfactory
  explanation"" in response to insider trading charges filed
  yesterday by the Securities and Exchange Commission.
      Merrill had suspended the official, Nahum Vaskevitch,
  yesterday saying at the time it was ""disappointed and angry"" if
  the SEC charges are true.
      Merrill Lynch's statement at midday today said the firm
  will continue to cooperatie fully with authoriteis in the U.S.
  and London investigating Vaskevitch's activities.
  

",[3],['acq'],"MERRILL LYNCH &lt;MER> FIRES VASKEVITCH
  Merrill Lynch and Co Inc fired the
  head of the mergers department in its London office today,
  saying he had been unable to provide a ""satisfactory
  explanation"" in response to insider trading charges filed
  yesterday by the Securities and Exchange Commission.
      Merrill had suspended the official, Nahum Vaskevitch,
  yesterday saying at the time it was ""disappointed and angry"" if
  the SEC charges are true.
      Merrill Lynch's statement at midday today said the firm
  will continue to cooperatie fully with authoriteis in the U.S.
  and London investigating Vaskevitch's activities.
  

"
378,"U.K. MERGER CLEARANCES
  The Secretary of State for Trade and
  Industry said he had decided not to refer the proposed
  acquisition by Reed International Plc &lt;REED.L> of &lt;Technical
  Publishing Company Inc> to the Monopolies and Mergers
  Commission.
      The proposed acquisition by &lt;Rosehaugh Plc> of &lt;The General
  Funds Investment Trust Plc> was also cleared.
  

",[3],['acq'],"U.K. MERGER CLEARANCES
  The Secretary of State for Trade and
  Industry said he had decided not to refer the proposed
  acquisition by Reed International Plc &lt;REED.L> of &lt;Technical
  Publishing Company Inc> to the Monopolies and Mergers
  Commission.
      The proposed acquisition by &lt;Rosehaugh Plc> of &lt;The General
  Funds Investment Trust Plc> was also cleared.
  

"
379,"&lt;CABRE EXPLORATION LTD> SIX MTHS JAN 31 NET
  Shr 13 cts vs 13 cts
      Net 617,000 vs 604,000
      Revs 1,889,000 vs 1,920,000
  

",[41],['earn'],"&lt;CABRE EXPLORATION LTD> SIX MTHS JAN 31 NET
  Shr 13 cts vs 13 cts
      Net 617,000 vs 604,000
      Revs 1,889,000 vs 1,920,000
  

"
380,"LEADING INDUSTRIAL NATIONS TO MEET IN APRIL
  Leading industrial nations will meet
  again next month to review their accord on currency stability,
  but U.S. Officials said financial markets are convinced for now
  the countries will live up to commitments to speed up economic
  growth.
      The narrow currency movements of recent weeks strongly
  suggests the six leading industrial countries have tamed the
  normally unruly financial markets and next month's talks seem
  likely to build on that stability.
      A Reagan administration official said the Paris agreement
  last month was the main reason markets were calm.
      But he said in an interview that financial markets also
  understood, ""That all six countries concluded that the measures
  to be taken over a period of time in the future should foster
  stability of exchange rates around current levels. That is in
  fact what has happened since Paris.""
      Monetary analysts said stability has been helped in part by
  the decision of industrial nations to bury the hatchet and
  cease to quarrel over short-term policy objectives.
      Instead they have focused on medium-term policy goals, but
  left room to adjust their agreements with periodic meetings.
      The official refused to comment, however, on whether the
  agreement included a secret pact to consider further
  coordinated interest rate cuts -- a measure industrial nations
  have taken jointly several times in the past year.
      On February 22, the United States, Japan, West Germany,
  France, Britain and Canada agreed that major currencies were
  within ranges broadly reflecting underlying economic
  conditions, given commitments by Washington to cut its budget
  deficit and by Toyko and Bonn to boost economic growth.
      The shake-up would strengthen the U.S. Position in
  future international talks.
      ""I think these changes will strengthen the President's hand
  politically and the stronger he is politically the better off
  we are with the Congress and the better off we are in
  international fora,"" said the official, an Administration
  economic policymaker. ""So it would be beneficial to the
  continued conduct of our initiatives.""
      But the official also said the Administration would resist
  calls for a tax increase to cut the budget deficit -- a target
  Europeans say is crucial to help curb economic instability.
      Last week, dealers said the Federal Reserve intervened to
  stop the dollar rising against the mark, which had breached
  1.86 to the dollar. British authorities are also understood to
  have intervened to curb sterling's strength.
      International monetary sources say finance ministers and
  central bankers, who will review market performance and their
  own economic prospects, will reassemble again in Washington
  just before the April 9 policymaking meeting of the
  International Monetary Fund.
      The sources said Italy, which refused to join the Paris
  pact, was invited back by Treasury Secretary James Baker.
      Since Paris, there are signs West German growth is slowing,
  while U.S. Officials said they were giving Japan until April to
  show that an economic stimulus package was in the offing.
      Signs of concern about German prospects emerged recently
  when Bundesbank (central bank) president Karl Otto Poehl told
  bankers he would consider cutting West German interest rates if
  the Fed was ready to follow suit.
      A Reagan Administration official said this would show there
  had been some change in approach on the part of the central
  bank in Germany.
      But he declined to comment on the prospects for action by
  the Fed and the Bundesbank.
      ""If there is such a provision it is private and if I talked
  about it, it would no longer be private,"" said the official, who
  asked not to be identified.
      Public comments by Fed officials suggest the central bank
  is keeping credit conditions broadly unchanged, but if the
  major economies continue to show sluggish growth and the U.S.
  Trade deficit remains stubbornly high, further coordinated
  action could be on the April agenda.
   REUTER...
  

",[51],['money-fx'],"The leading industrial nations will meet in April to review their agreement on currency stability, with the US confident that the countries will uphold their commitments to accelerate economic growth. The recent stability in currency markets suggests that the six major industrial countries have successfully managed financial markets, and the upcoming talks aim to build on this stability. The Paris agreement, which included commitments to reduce the US budget deficit and increase economic growth in Japan and West Germany, is credited as the primary reason for the calm markets. The focus on medium-term policy goals and periodic meetings has contributed to this stability. The US is optimistic that these changes will strengthen their position in international negotiations and resist calls for a tax increase to reduce the budget deficit. However, there are concerns about West German growth and Japan's economic stimulus package, and the possibility of coordinated interest rate cuts remains a topic of discussion."
381,"SOUTHMARK &lt;SM> SELLS NATIONAL HERITAGE STAKE
  National Heritage Inc, a unit of
  Southmark Corp, said it began an initial public offering of two
  mln shares of common stock at a price of 9.50 dlrs a share.
      All the shares are being offered by National Heritage,
  which will trade under symbol NHER on Nasdaq, through lead
  underwriter Drexel Burnham Lambert Inc.
      Proceeds will be used to increase working capital, complete
  renovations at leased facilities and repay certain debts to
  Southmark.
      After the offer, Southmark will retain about 82 pct of the
  11 mln outstanding common shares of National Heritage, which
  operates 201 long-term nursing care facilities.
  

",[3],['acq'],"SOUTHMARK &lt;SM> SELLS NATIONAL HERITAGE STAKE
  National Heritage Inc, a unit of
  Southmark Corp, said it began an initial public offering of two
  mln shares of common stock at a price of 9.50 dlrs a share.
      All the shares are being offered by National Heritage,
  which will trade under symbol NHER on Nasdaq, through lead
  underwriter Drexel Burnham Lambert Inc.
      Proceeds will be used to increase working capital, complete
  renovations at leased facilities and repay certain debts to
  Southmark.
      After the offer, Southmark will retain about 82 pct of the
  11 mln outstanding common shares of National Heritage, which
  operates 201 long-term nursing care facilities.
  

"
382,"DAVIS WATER &lt;DWWS> RELEASES PRE-SPLIT EARNINGS
  Davis Water and Waste
  Industries Inc said it has restated its earnings on a pre-
  stock split basis for fiscal 1987's third quarter and nine
  months ended January 31, which were reported March 10 on a post
  four-for-three stock split basis.
      The company said its earnings per share for the third
  quarter on a pre-split basis, converts to 16 cts from 12 cts
  post-split, versus three cts pre-split from two cts post-split
  for fiscal 1986's third quarter.
      For the nine months, Davis said, earnings per share would
  convert to 77 cts and 44 cts for fiscal 1987 and 1986
  respectively, from 58 cts and 33 cts, respectively.
  

",[41],['earn'],"DAVIS WATER &lt;DWWS> RELEASES PRE-SPLIT EARNINGS
  Davis Water and Waste
  Industries Inc said it has restated its earnings on a pre-
  stock split basis for fiscal 1987's third quarter and nine
  months ended January 31, which were reported March 10 on a post
  four-for-three stock split basis.
      The company said its earnings per share for the third
  quarter on a pre-split basis, converts to 16 cts from 12 cts
  post-split, versus three cts pre-split from two cts post-split
  for fiscal 1986's third quarter.
      For the nine months, Davis said, earnings per share would
  convert to 77 cts and 44 cts for fiscal 1987 and 1986
  respectively, from 58 cts and 33 cts, respectively.
  

"
383,"SYMS CORP &lt;SYM> 4TH QTR
  Shr 43 cts vs 25 cts
      Net 7.6 mln vs 4.4 mln
      Revs 72.0 mln vs 66.9 mln
      Year
      Shr 84 cts vs 72 cts
      Net 14.8 mln vs 12.7 mln
      Revs 223.1 mln vs 215.2 mln
      NOTE: 1986 4th qtr inludes gain of 2.6 mln dlrs on sale of
  real estate.
  

",[41],['earn'],"SYMS CORP &lt;SYM> 4TH QTR
  Shr 43 cts vs 25 cts
      Net 7.6 mln vs 4.4 mln
      Revs 72.0 mln vs 66.9 mln
      Year
      Shr 84 cts vs 72 cts
      Net 14.8 mln vs 12.7 mln
      Revs 223.1 mln vs 215.2 mln
      NOTE: 1986 4th qtr inludes gain of 2.6 mln dlrs on sale of
  real estate.
  

"
384,"ENZO BIOCHEM INC &lt;ENZO> 2ND QTR JAN 31 NET
  Shr one ct vs three cts
      Net 123,000 vs 371,000
      Revs 2,944,000 vs 2,138,000
      Avg shrs 11.4 mln vs 11.6 mln
      Six mths
      Shr five cts vs six cts
      Net 531,000 vs 725,000
      Revs 6,200,000 vs 4,128,000
      Avg shrs 11.4 mln vs 11.6 mln
  

",[41],['earn'],"ENZO BIOCHEM INC &lt;ENZO> 2ND QTR JAN 31 NET
  Shr one ct vs three cts
      Net 123,000 vs 371,000
      Revs 2,944,000 vs 2,138,000
      Avg shrs 11.4 mln vs 11.6 mln
      Six mths
      Shr five cts vs six cts
      Net 531,000 vs 725,000
      Revs 6,200,000 vs 4,128,000
      Avg shrs 11.4 mln vs 11.6 mln
  

"
385,"YEUTTER SAYS U.S.-JAPAN TRADE DIFFICULTIES REMAIN
  U.S. Trade Representative
  Clayton Yeutter said he was unsure whether some of the trade
  issues straining U.S.-Japanese relations would be resolved
  before the two countries open trade talks in late April.
      ""We are having high level discussions on them (the issues)
  within the United States...The relationship on some of those is
  very strained between us (Japan) at the moment and we need to
  relieve those strains at the earliest possible date,"" he said.
      ""I am not sure we can wait until late April,"" he added.
      Yeutter is in New Zealand for a two-day informal meeting of
  trade ministers who are reviewing the Uruguay round of the
  General Agreement on Trade and Tariffs (GATT).
      He said he will meet the Japanese delegation over the next
  few days but declined to discuss methods of relieving the
  strain between the two countries.
      Yeutter said earlier the three most contentious trade
  issues were semiconductors, Japanese government unwillingness
  to allow public entities to buy U.S. Super-computers and the
  barring of U.S. Firms from the eight billion U.S. Dlr Kansai
  airport project near Osaka.
      The Japanese delegation to the GATT talks said in a
  statement yesterday they are making major efforts to dismantle
  trade barriers in their country.
      ""I am convinced that they are attempting to move their
  policies in the right direction. The question is how far and
  how fast,"" Yeutter said.
  

",[33],['trade'],"YEUTTER SAYS U.S.-JAPAN TRADE DIFFICULTIES REMAIN
  U.S. Trade Representative
  Clayton Yeutter said he was unsure whether some of the trade
  issues straining U.S.-Japanese relations would be resolved
  before the two countries open trade talks in late April.
      ""We are having high level discussions on them (the issues)
  within the United States...The relationship on some of those is
  very strained between us (Japan) at the moment and we need to
  relieve those strains at the earliest possible date,"" he said.
      ""I am not sure we can wait until late April,"" he added.
      Yeutter is in New Zealand for a two-day informal meeting of
  trade ministers who are reviewing the Uruguay round of the
  General Agreement on Trade and Tariffs (GATT).
      He said he will meet the Japanese delegation over the next
  few days but declined to discuss methods of relieving the
  strain between the two countries.
      Yeutter said earlier the three most contentious trade
  issues were semiconductors, Japanese government unwillingness
  to allow public entities to buy U.S. Super-computers and the
  barring of U.S. Firms from the eight billion U.S. Dlr Kansai
  airport project near Osaka.
      The Japanese delegation to the GATT talks said in a
  statement yesterday they are making major efforts to dismantle
  trade barriers in their country.
      ""I am convinced that they are attempting to move their
  policies in the right direction. The question is how far and
  how fast,"" Yeutter said.
  

"
386,"HUGES TOOL COMPANY SAYS BAKER INTERNATIONAL MERGER PLAN NOT TERMINATED

  HUGES TOOL COMPANY SAYS BAKER INTERNATIONAL MERGER PLAN NOT TERMINATED
  

",[3],['acq'],"HUGES TOOL COMPANY SAYS BAKER INTERNATIONAL MERGER PLAN NOT TERMINATED

  HUGES TOOL COMPANY SAYS BAKER INTERNATIONAL MERGER PLAN NOT TERMINATED
  

"
387,"GERMAN ECONOMIC OUTLOOK SEEN FAIRLY BRIGHT
  The outlook for the West
  German economy is relatively bright, with gross national
  product expected to expand by three pct this year, Kiel
  University's Institute for World Economy said.
      The GNP forecast by the institute, one of five leading
  economic research bodies in West Germany, is more optimistic
  than that of the other institutes, some of which have recently
  reduced their GNP forecasts to between two and 2.5 pct.
      In a report the Kiel institute said West Germany's export
  outlook has not deteriorated fundamentally despite the mark's
  strength against the dollar and other major currencies.
      ""The danger that exports will slump in 1987 appears, all in
  all, limited,"" the report said. ""On the contrary, a slight rise
  in exports can be expected.""
      The institute said past experience has shown West German
  exporters will move to counterbalance currency factors by
  cutting costs, trying to penetrate new markets and adjusting
  their product ranges.
      They will be aided in 1987 by an expected slight rise in
  economic growth in industrial countries. At the same time, the
  decline in exports to oil producing countries looks set to slow
  this year.
      West German GNP growth in 1987 will be led by renewed
  advances in domestic consumption and investment spending, both
  of which will in turn be buoyed by an expansionary monetary
  policy, the institute said.
      However, it said the labour market would see only a slight
  improvement because companies will be reluctant to hire
  additional workers due to higher labour costs caused partly by
  agreed reductions in working hours.
      The institute cautioned that the expansionary stance of
  monetary policy in West Germany was likely to bring a marked
  acceleration of inflation.
      It also warned that what it called the worldwide
  synchronization of monetary policy heightened the risk of a new
  global recession. It said central banks in industrialized
  countries, including the Bundesbank, had followed the Federal
  Reserve Board's expansionary course.
      The institute said this in turn was bound to lead
  eventually to a rise in worldwide inflation and a shift in U.S.
  Policy towards a more restrictive policy. Other central banks
  were likely to follow suit, causing a recession that could
  aggravate the debt crisis of developing countries as well as
  increase protectionism around the world.
      Although Germany cannot entirely shield itself from the
  negative effects of the global synchronization of monetary
  policy, it should do all it can to strengthen the forces of
  growth at home.
      The institute said this could be done by ensuring that
  fiscal policy fosters a willingness to work and invest. Taxes
  should be cut by a greater amount than currently planned, and
  wage increases in 1987 and 1988 should be markedly lower than
  in 1986. It also said the Bundesbank should reduce inflationary
  pressures by cutting the current rate of growth in money supply
  to about four pct.
  

",[34],['gnp'],"The economic outlook for West Germany is optimistic, with a forecast of 3% growth in gross national product for 1987. This is due to a combination of factors, including strong exports, slight economic growth in industrial countries, and increased domestic consumption and investment spending. However, the labor market is expected to see only a slight improvement due to higher labor costs. The expansionary monetary policy may lead to increased inflation and a possible global recession, but West Germany can mitigate these risks by implementing policies that encourage work and investment, reducing taxes, and controlling inflation through money supply management."
388,"ALLEGHENY &lt;AG> AIMS TO DIVEST MORE BUSINESSES
  Allegheny International Inc,
  the consumer products concern that today announced a merger
  agreement with a First Boston Corp &lt;FBC> affiliate in a deal
  worth about 500 mln dlrs, said it intends to divest more units
  as a way to increase profits.
      ""We're going to reduce AI to a size consistent with our
  financial resources,"" said Chairman Oliver S. Travers.
      ""We have made a conscious, strategic choice to become a
  smaller, financially sound, consumer products company which
  operates predominantly in the stable political and economic
  environment of North America,"" he said.
  
  

",[3],['acq'],"ALLEGHENY &lt;AG> AIMS TO DIVEST MORE BUSINESSES
  Allegheny International Inc,
  the consumer products concern that today announced a merger
  agreement with a First Boston Corp &lt;FBC> affiliate in a deal
  worth about 500 mln dlrs, said it intends to divest more units
  as a way to increase profits.
      ""We're going to reduce AI to a size consistent with our
  financial resources,"" said Chairman Oliver S. Travers.
      ""We have made a conscious, strategic choice to become a
  smaller, financially sound, consumer products company which
  operates predominantly in the stable political and economic
  environment of North America,"" he said.
  
  

"
389,"PENWEST LTD &lt;PENW> 2ND QTR ENDS FEB 28 NET
  Shr 85 cts vs 24 cts
      Net 2,381,000 vs 754,000
      Revs 35.3 mln vs 32.6 mln
      Avg shrs 2,777,620 vs 3,161,603
      Six mths
      Shr 1.35 dlrs vs 44 cts
      Net 3,756,000 vs 1,388,000
      Revs 65.8 mln vs 64.3 mln
      Avg shrs 2,777,620 vs 3,161,603
  

",[41],['earn'],"PENWEST LTD &lt;PENW> 2ND QTR ENDS FEB 28 NET
  Shr 85 cts vs 24 cts
      Net 2,381,000 vs 754,000
      Revs 35.3 mln vs 32.6 mln
      Avg shrs 2,777,620 vs 3,161,603
      Six mths
      Shr 1.35 dlrs vs 44 cts
      Net 3,756,000 vs 1,388,000
      Revs 65.8 mln vs 64.3 mln
      Avg shrs 2,777,620 vs 3,161,603
  

"
390,"JAYARK CORP &lt;JAYA> 3RD QTR ENDS JAN 31 LOSS
  Shr nil vs nil
      Net loss 77,879, vs loss 65,501
      Revs 3,895,741 vs 4,872,163
      Nine mths
      Shr profit nine cts vs profit two cts
      Net profit 488,898 vs profit 118,208
      Revs 13.0 mln vs 15.8 mln
  

",[41],['earn'],"JAYARK CORP &lt;JAYA> 3RD QTR ENDS JAN 31 LOSS
  Shr nil vs nil
      Net loss 77,879, vs loss 65,501
      Revs 3,895,741 vs 4,872,163
      Nine mths
      Shr profit nine cts vs profit two cts
      Net profit 488,898 vs profit 118,208
      Revs 13.0 mln vs 15.8 mln
  

"
391,"U.S. COMMERCIAL PAPER FALLS 1.27 BILLION DLRS IN FEB 25 WEEK, FED SAYS

  U.S. COMMERCIAL PAPER FALLS 1.27 BILLION DLRS IN FEB 25 WEEK, FED SAYS
  

",[7],['money-supply'],"U.S. COMMERCIAL PAPER FALLS 1.27 BILLION DLRS IN FEB 25 WEEK, FED SAYS

  U.S. COMMERCIAL PAPER FALLS 1.27 BILLION DLRS IN FEB 25 WEEK, FED SAYS
  

"
392,"HALLWOOD GROUP INC &lt;HWG> 2ND QTR JAN 31 LOSS
  Shr loss nine cts vs profit 23 cts
      Net loss 418,000 vs profit 1,037,000
      Revs 2,872,000 vs 4,700,000
      Six mths
      Shr profit nine cts vs profit 52 cts
      Net profit 418,000 vs profit 2,365,000
      Revs 6,853,000 vs 9,379,000
      NOTE: Includes tax loss carryforward gains of 164,000 dlrs
  vs 551,000 dlrs in quarter, and gains of 365,000 dlrs vs
  1,016,000 dlrs in the six months.
  

",[41],['earn'],"HALLWOOD GROUP INC &lt;HWG> 2ND QTR JAN 31 LOSS
  Shr loss nine cts vs profit 23 cts
      Net loss 418,000 vs profit 1,037,000
      Revs 2,872,000 vs 4,700,000
      Six mths
      Shr profit nine cts vs profit 52 cts
      Net profit 418,000 vs profit 2,365,000
      Revs 6,853,000 vs 9,379,000
      NOTE: Includes tax loss carryforward gains of 164,000 dlrs
  vs 551,000 dlrs in quarter, and gains of 365,000 dlrs vs
  1,016,000 dlrs in the six months.
  

"
393,"COURIER &lt;CRRC> SEES SECOND QUARTER LOSS
  Courier Corp said it expects to
  report a small loss for the second fiscal quarter against a
  profit of 828,000 dlrs a year ago.
      The company attributed the loss to competitive pressures
  which have cut gross margins. In addition, it said it is
  incurring significant expenses from management programs aimed
  at reducing costs and boosting productivity.
      It said its Murray Printing Co unit has undertaken a
  program of extended work hours, and salary and job cuts which
  will save more than 1.5 mln dlrs annually.
  

",[41],['earn'],"COURIER &lt;CRRC> SEES SECOND QUARTER LOSS
  Courier Corp said it expects to
  report a small loss for the second fiscal quarter against a
  profit of 828,000 dlrs a year ago.
      The company attributed the loss to competitive pressures
  which have cut gross margins. In addition, it said it is
  incurring significant expenses from management programs aimed
  at reducing costs and boosting productivity.
      It said its Murray Printing Co unit has undertaken a
  program of extended work hours, and salary and job cuts which
  will save more than 1.5 mln dlrs annually.
  

"
394,"FEDERAL PAPER BOARD CO &lt;FBT> SETS PAYOUT
  Qtly div 17-1/4 cts vs 17-1/4 cts prior
      Pay April 15
      Record March 31   
  

",[41],['earn'],"FEDERAL PAPER BOARD CO &lt;FBT> SETS PAYOUT
  Qtly div 17-1/4 cts vs 17-1/4 cts prior
      Pay April 15
      Record March 31   
  

"
395,"U.S. GOLD PRODUCTION ROSE IN DECEMBER
  U.S. mine production of gold rose to
  244,900 troy ounces in December from 244,749 ounces in
  November, the U.S. Interior Department's Bureau of Mines said.
      U.S. imports of gold in December were 692,700 ounces, vs
  2,011,754 ounces in November and 611,811 ounces in December,
  1985.
      Gold exports totaled 243,191 ounces in December, vs
  November's 374,468 ounces and 350,078 ounces in December a year
  earlier.
      Mine production of gold in the 12-month period Jan-Dec,
  1986, totaled 2,951,151 ounces, vs 2,475,436 ounces over the
  same period in 1985.
      Gold imports in Jan-Dec, 1986, totaled 15,749,447 ounces,
  vs 8,225,999 ounces for the same period in 1985, while exports
  stood at 4,612,919 ounces and 3,966,678 ounces over the
  respective periods, the bureau said.
  

",[30],['gold'],"U.S. GOLD PRODUCTION ROSE IN DECEMBER
  U.S. mine production of gold rose to
  244,900 troy ounces in December from 244,749 ounces in
  November, the U.S. Interior Department's Bureau of Mines said.
      U.S. imports of gold in December were 692,700 ounces, vs
  2,011,754 ounces in November and 611,811 ounces in December,
  1985.
      Gold exports totaled 243,191 ounces in December, vs
  November's 374,468 ounces and 350,078 ounces in December a year
  earlier.
      Mine production of gold in the 12-month period Jan-Dec,
  1986, totaled 2,951,151 ounces, vs 2,475,436 ounces over the
  same period in 1985.
      Gold imports in Jan-Dec, 1986, totaled 15,749,447 ounces,
  vs 8,225,999 ounces for the same period in 1985, while exports
  stood at 4,612,919 ounces and 3,966,678 ounces over the
  respective periods, the bureau said.
  

"
396,"SOUTHERN CO TO TAKE 226 MLN DLR CHARGE ON PROJECTED VOGTLE COST RISE

  SOUTHERN CO TO TAKE 226 MLN DLR CHARGE ON PROJECTED VOGTLE COST RISE
  

",[41],['earn'],"SOUTHERN CO TO TAKE 226 MLN DLR CHARGE ON PROJECTED VOGTLE COST RISE

  SOUTHERN CO TO TAKE 226 MLN DLR CHARGE ON PROJECTED VOGTLE COST RISE
  

"
397,"TEXACO CANADA CUTS CRUDE PRICES 64 CANADIAN CTS/BBL, PAR GRADE TO 22.26 CANADIAN DLRS

  TEXACO CANADA CUTS CRUDE PRICES 64 CANADIAN CTS/BBL, PAR GRADE TO 22.26 CANADIAN DLRS
  

",[86],['crude'],"TEXACO CANADA CUTS CRUDE PRICES 64 CANADIAN CTS/BBL, PAR GRADE TO 22.26 CANADIAN DLRS

  TEXACO CANADA CUTS CRUDE PRICES 64 CANADIAN CTS/BBL, PAR GRADE TO 22.26 CANADIAN DLRS
  

"
398,"BANK OF ZAMBIA PAYS OUT FOREIGN CURRENCY ARREARS
  The Bank of Zambia has paid out foreign
  exchange arrears from three auctions conducted last year, a
  bank spokesman said.
      ""We have now cleared three auctions and are left with only
  four, worth eight mln dlrs,"" the spokesman said without
  specifying the amount paid out.
      The bank had not paid foreign exchange to private firms
  since it suspended the weekly auctions on January 28.
      It has said the auctions were suspended because it planned
  to introduce a modified system after talks with the World Bank
  and the International Monetary Fund.
      President Kenneth Kaunda announced last month that the
  auction would be retained for allocating foreign exchange to
  approved private sector bidders, but would not be used to
  determine the kwacha's exchange rate.
      Last week, he said the auction had run into trouble because
  of a shortage of foreign exchange.
      The government has fixed the exchange rate at nine kwacha
  per dollar, effectively revaluing the kwacha by 67.7 pct.
  

",[51],['money-fx'],"BANK OF ZAMBIA PAYS OUT FOREIGN CURRENCY ARREARS
  The Bank of Zambia has paid out foreign
  exchange arrears from three auctions conducted last year, a
  bank spokesman said.
      ""We have now cleared three auctions and are left with only
  four, worth eight mln dlrs,"" the spokesman said without
  specifying the amount paid out.
      The bank had not paid foreign exchange to private firms
  since it suspended the weekly auctions on January 28.
      It has said the auctions were suspended because it planned
  to introduce a modified system after talks with the World Bank
  and the International Monetary Fund.
      President Kenneth Kaunda announced last month that the
  auction would be retained for allocating foreign exchange to
  approved private sector bidders, but would not be used to
  determine the kwacha's exchange rate.
      Last week, he said the auction had run into trouble because
  of a shortage of foreign exchange.
      The government has fixed the exchange rate at nine kwacha
  per dollar, effectively revaluing the kwacha by 67.7 pct.
  

"
399,"&lt;AUTREX INC> 1ST QTR JANUARY 31 NET
  Shr one cts vs two cts
      Net 50,000 vs 58,000
      Revs 467,000 vs 760,000
  

",[41],['earn'],"&lt;AUTREX INC> 1ST QTR JANUARY 31 NET
  Shr one cts vs two cts
      Net 50,000 vs 58,000
      Revs 467,000 vs 760,000
  

"
400,"MALAYSIA SAYS RUBBER PACT DEPENDS ON CONSUMERS
  Malaysia said the success of talks
  opening today on a new International Natural Rubber Agreement
  (INRA) depends on how flexible consumer countries are.
      Rubber producer and consumer countries meet for 12 days in
  Geneva from tomorrow to try to hammer out a rubber pact after
  they failed to reach agreement last November to replace the
  current accord, which expires next October.
      Primary Industries Minister Lim Keng Yaik said in a
  statement that Malaysia wants to continue with a second INRA
  and is prepared to accept modifications that would strengthen
  the present agreement.
      He said the second INRA would allow for an orderly disposal
  of the accumulated buffer stock of 375,000 tonnes, since the
  market is now capable of absorbing such releases.
  

",[28],['rubber'],"MALAYSIA SAYS RUBBER PACT DEPENDS ON CONSUMERS
  Malaysia said the success of talks
  opening today on a new International Natural Rubber Agreement
  (INRA) depends on how flexible consumer countries are.
      Rubber producer and consumer countries meet for 12 days in
  Geneva from tomorrow to try to hammer out a rubber pact after
  they failed to reach agreement last November to replace the
  current accord, which expires next October.
      Primary Industries Minister Lim Keng Yaik said in a
  statement that Malaysia wants to continue with a second INRA
  and is prepared to accept modifications that would strengthen
  the present agreement.
      He said the second INRA would allow for an orderly disposal
  of the accumulated buffer stock of 375,000 tonnes, since the
  market is now capable of absorbing such releases.
  

"
