abstract,creation_time,channel_name,platform_type,id,summary
"הסהר האדום בעזה: קיבלנו לידינו היום מהצד המצרי, דרך מעבר רפיח, 100 משאיות סיוע שכללו מזון ציוד רפואי ותרופות (לא דלקים - א""ע).",2023-12-03 17:22:37+00:00,abualiexpress,telegram,443,"הסהר האדום בעזה: קיבלנו לידינו היום מהצד המצרי, דרך מעבר רפיח, 100 משאיות סיוע שכללו מזון ציוד רפואי ותרופות (לא דלקים - א""ע)."
"חמאס בכרוז בעקבות הפסקת האש בלבנון:משבחים את התפקיד המרכזי של ""ההתנגדות"" בלבנון בתמיכה בעזה ואת הקורבנות שהקריבה ובראשם חסן נסראללה.אנו מחוייבים לשתף פעולה עם כל מאמץ להשגת הפסקת אש בעזה במסגרת התנאים הבאים עליהם יש הסכמה לאומית:وهي وقف إطلاق النار، وانسحاب قوات الاحتلال، وعودة النازحين، وانجاز صفقة تبادل للاسرى حقيقة وكاملة.הפסקת אש, נסיגת כוחות הכיבוש, שיבת העקורים ועסקת אסירים אמיתית ומלאה.###אין שינוי ברטוריקההפומבית של חמאס או במינוחים בהם היא משתמשת ואין נסיגה מהתנאים אותם דרשה בעבר.10 תגובות",2024-11-27 10:45:39+00:00,abualiexpress,telegram,444,"חמאס בכרוז בעקבות הפסקת האש בלבנון:משבחים את התפקיד המרכזי של ""ההתנגדות"" בלבנון בתמיכה בעזה ואת הקורבנות שהקריבה ובראשם חסן נסראללה.אנו מחוייבים לשתף פעולה עם כל מאמץ להשגת הפסקת אש בעזה במסגרת התנאים הבאים עליהם יש הסכמה לאומית:وهي وقف إطلاق النار، وانسحاب قوات الاحتلال، وعودة النازحين، وانجاز صفقة تبادل للاسرى حقيقة وكاملة.הפסקת אש, נסיגת כוחות הכיבוש, שיבת העקורים ועסקת אסירים אמיתית ומלאה.###אין שינוי ברטוריקההפומבית של חמאס או במינוחים בהם היא משתמשת ואין נסיגה מהתנאים אותם דרשה בעבר.10 תגובות"
"מהתקיפות בח'אן יונס, מוקדם יותר היוםכדי להגיב לכתבה לחצו כאן",2024-01-21 21:50:08+00:00,abualiexpress,telegram,445,"מהתקיפות בח'אן יונס, מוקדם יותר היוםכדי להגיב לכתבה לחצו כאן"
"מבזקן 12צה""ל חיסל עשרות מחבלים במערב ח'אן יונס לצד פשיטות על יעדי טרור שהכילו אמצעי לחימה, כך דיווח דובר צה""ל. לוחמי זרוע הים תקפו מטרות טרור בקו החוף של רצועת עזה כחלק מסיוע לכוחות חטיבת נח""ל שפעלו במרכז הרצועה. חטיבת הצנחנים חיסלה יותר מ-20 מחבלים מטווח קצר. הכוחות פשטו על יעדי טרור ומבנים צבאיים בהם אותרו רימונים, מטעני חבלה, ציוד צבאי, רובים מסוג קלצ'ניקוב ותחמושת רבה@N12chat",2024-02-02 07:44:38+00:00,N12chat,telegram,446,"מבזקן 12צה""ל חיסל עשרות מחבלים במערב ח'אן יונס לצד פשיטות על יעדי טרור שהכילו אמצעי לחימה, כך דיווח דובר צה""ל. לוחמי זרוע הים תקפו מטרות טרור בקו החוף של רצועת עזה כחלק מסיוע לכוחות חטיבת נח""ל שפעלו במרכז הרצועה. חטיבת הצנחנים חיסלה יותר מ-20 מחבלים מטווח קצר. הכוחות פשטו על יעדי טרור ומבנים צבאיים בהם אותרו רימונים, מטעני חבלה, ציוד צבאי, רובים מסוג קלצ'ניקוב ותחמושת רבה@N12chat"
"גיא ורוןבסוף השבוע האחרון עלה מפלס הכינרת ב-5.5 סנטימטר, 0.945 מטרים מהקו האדום העליון. ברשות המים מציינים כי מתחילת החורף עלתה הכינרת בכ-1.85. לשם השוואה, בכל החורף שעבר - שהיה פחות גשום מהממוצע, המפלס עלה ב-63 סנטימטרים, עליה המהווה כשליש מעליית המפלס בשנה הנוכחית עד למועד זה. על פי נתוני המדידה של רשות המים, מפלס הכנרת עומד על 209.745-@N12chat",2024-02-25 06:06:06+00:00,N12chat,telegram,447,"גיא ורוןבסוף השבוע האחרון עלה מפלס הכינרת ב-5.5 סנטימטר, 0.945 מטרים מהקו האדום העליון. ברשות המים מציינים כי מתחילת החורף עלתה הכינרת בכ-1.85. לשם השוואה, בכל החורף שעבר - שהיה פחות גשום מהממוצע, המפלס עלה ב-63 סנטימטרים, עליה המהווה כשליש מעליית המפלס בשנה הנוכחית עד למועד זה. על פי נתוני המדידה של רשות המים, מפלס הכנרת עומד על 209.745-@N12chat"
"ואחיד בהשתי, אופוזיציונר איראני  שנמלט בעבר לבריטניה מאימת המשטר האיראני, הגיע היום לירושלים לקראת השתתפותו באירוע שייערך בכנסת.בחשבונו באינסטגרם פרסם תמונות מביקור בכותל ובהר הבית שם נשא תפילה לשלום עולמי.",2024-01-02 12:54:15+00:00,abualiexpress,telegram,448,"ואחיד בהשתי, אופוזיציונר איראני  שנמלט בעבר לבריטניה מאימת המשטר האיראני, הגיע היום לירושלים לקראת השתתפותו באירוע שייערך בכנסת.בחשבונו באינסטגרם פרסם תמונות מביקור בכותל ובהר הבית שם נשא תפילה לשלום עולמי."
"הפלסטינים מדווחים על תקיפות ""חגורת אש"" כרגע בקרבת בית החולים האינדונזי בצפון הרצועה.כדי להגיב לכתבה לחצו כאן",2023-11-18 18:09:32+00:00,abualiexpress,telegram,449,"הפלסטינים מדווחים על תקיפות ""חגורת אש"" כרגע בקרבת בית החולים האינדונזי בצפון הרצועה.כדי להגיב לכתבה לחצו כאן"
"מבזקן 12רוכב טרקטורון כבן 30 נפצע קשה במהלך רכיבה בטירה. צוותי מד""א טיפלו בו ופינו אותו לבית החולים מאיר בכפר סבא עם חבלה רב-מערכתית@N12chat",2024-01-27 13:11:58+00:00,N12chat,telegram,450,"מבזקן 12רוכב טרקטורון כבן 30 נפצע קשה במהלך רכיבה בטירה. צוותי מד""א טיפלו בו ופינו אותו לבית החולים מאיר בכפר סבא עם חבלה רב-מערכתית@N12chat"
הדאחיה בביירות.User sent a document,2023-10-17 21:24:19+00:00,abualiexpress,telegram,451,הדאחיה בביירות.User sent a document
°גילוי מהפכני:🌟🔥הסוד לקניות חכמות בעידן יוקר המחייה נחשף!🔥🌟📌אל תחמיצו את ההזדמנות להיות חלק ממהפכת החיסכון בערוץ הקניות המוביל שלנו👊‼️📌דילים שיעיפו אתכם מהרגליים🚀‼️📌הנחות שוברות שוק ומבצעים שיהפכו כל קנייה לחוויה מרגשת וזו רק ההתחלה🤫‼️📌חושבים שכבר ראיתם הכול👀? הצטרפו אלינו וגלו מוצרים ומחירים שישנו את דעתכם🤩‼️🛍️קנייה חכמה נוחה ומשתלמת מתחילה כאן🛍️הצטרפו עכשיו ותתחילו לחסוך🛒✅‏https://t.me/click4dealss⬇️לחצו כאן להצטרפות מיידית לקבוצה⬇️‏https://t.me/click4dealss,2023-12-12 15:01:53+00:00,abualiexpress,telegram,452,°גילוי מהפכני:🌟🔥הסוד לקניות חכמות בעידן יוקר המחייה נחשף!🔥🌟📌אל תחמיצו את ההזדמנות להיות חלק ממהפכת החיסכון בערוץ הקניות המוביל שלנו👊‼️📌דילים שיעיפו אתכם מהרגליים🚀‼️📌הנחות שוברות שוק ומבצעים שיהפכו כל קנייה לחוויה מרגשת וזו רק ההתחלה🤫‼️📌חושבים שכבר ראיתם הכול👀? הצטרפו אלינו וגלו מוצרים ומחירים שישנו את דעתכם🤩‼️🛍️קנייה חכמה נוחה ומשתלמת מתחילה כאן🛍️הצטרפו עכשיו ותתחילו לחסוך🛒✅‏https://t.me/click4dealss⬇️לחצו כאן להצטרפות מיידית לקבוצה⬇️‏https://t.me/click4dealss
"משרד הבריאות הפלסטיני: מספר ההרוגים הפלסטינים בגדה היום עימותים עם צה""ל עלה ל 9 ועומד כעת על 44 מאז יום שבת האחרון.",2023-10-13 12:58:35+00:00,abualiexpress,telegram,453,"משרד הבריאות הפלסטיני: מספר ההרוגים הפלסטינים בגדה היום עימותים עם צה""ל עלה ל 9 ועומד כעת על 44 מאז יום שבת האחרון."
"מבזקן 12דובר צה""ל תת-אלוף דניאל הגרי ימסור הצהרה לתקשורת בשעה 21:00@N12chat",2023-11-25 18:31:47+00:00,N12chat,telegram,454,"מבזקן 12דובר צה""ל תת-אלוף דניאל הגרי ימסור הצהרה לתקשורת בשעה 21:00@N12chat"
"יולן כהןארגון ""אלאור"" לאנשים עם צרכים מיוחדים פתח בית מגורים חדש ל-12 דיירים על שמה של רות פרץ ז""ל, שנרצחה יחד עם אביה אריק פרץ ז""ל במסיבת ה""נובה"" ב-7 באוקטובר. אלון אלרואי, מבעלי הארגון: ""רות היא דמות מופת עבור כולנו, נמשיך לחגוג את החיים ונתגבר על כל קושי שנקרה בדרכנו""@N12chat",2024-01-18 18:42:06+00:00,N12chat,telegram,455,"יולן כהןארגון ""אלאור"" לאנשים עם צרכים מיוחדים פתח בית מגורים חדש ל-12 דיירים על שמה של רות פרץ ז""ל, שנרצחה יחד עם אביה אריק פרץ ז""ל במסיבת ה""נובה"" ב-7 באוקטובר. אלון אלרואי, מבעלי הארגון: ""רות היא דמות מופת עבור כולנו, נמשיך לחגוג את החיים ונתגבר על כל קושי שנקרה בדרכנו""@N12chat"
פינוי פצועים דרומה על ציר צלאח א-דין. רגלית.כדי להגיב לכתבה לחצו כאן,2023-11-24 12:14:39+00:00,abualiexpress,telegram,456,פינוי פצועים דרומה על ציר צלאח א-דין. רגלית.כדי להגיב לכתבה לחצו כאן
משרד הבריאות הפלסטיני בעזה:טנקים ישראלים מכתרים את בתי החולים הבאים:בית החולים א-נצרבית החולים א-רנתיסיבית החולים לבריאות הנפשבית החולים לעיניים##כלל בתי החולים הללו ממוקמים בקריית בתי החולים בשכונת נצר בעיר עזה.,2023-11-10 09:47:04+00:00,abualiexpress,telegram,457,משרד הבריאות הפלסטיני בעזה:טנקים ישראלים מכתרים את בתי החולים הבאים:בית החולים א-נצרבית החולים א-רנתיסיבית החולים לבריאות הנפשבית החולים לעיניים##כלל בתי החולים הללו ממוקמים בקריית בתי החולים בשכונת נצר בעיר עזה.
"בן גולדפריינדהמועמדת מספר 1 למדליה באולימפיאדה: רז הרשקן זכתה במדלית ארד בגראנד סלאם טוקיו היוקרתי, בזכות איפון בתוך 13 שניות בקרב על המדליה@N12chat",2023-12-02 08:42:20+00:00,N12chat,telegram,458,"בן גולדפריינדהמועמדת מספר 1 למדליה באולימפיאדה: רז הרשקן זכתה במדלית ארד בגראנד סלאם טוקיו היוקרתי, בזכות איפון בתוך 13 שניות בקרב על המדליה@N12chat"
"מבזקן 12אחותה של שני גורן, המטפלת מניר עוז שנחטפה לעזה ושבה אמש הביתה, בפוסט בפייסבוק: ""זכינו לחייך, שני חזרה אלינו. המאבק שלנו לא הסתיים. עד שאחרון החטופים חוזר""@N12chat",2023-12-01 19:46:10+00:00,N12chat,telegram,459,"מבזקן 12אחותה של שני גורן, המטפלת מניר עוז שנחטפה לעזה ושבה אמש הביתה, בפוסט בפייסבוק: ""זכינו לחייך, שני חזרה אלינו. המאבק שלנו לא הסתיים. עד שאחרון החטופים חוזר""@N12chat"
"מבזקן 12מטוסי קרב של חיל האוויר תקפו הערב תשתיות טרור ועמדות תצפית של חיזבאללה במרחב הכפרים בליידא ועיתרון שבדרום לבנון. פרט לכך, צה""ל תקף מוקדם יותר היום מבנה צבאי של הארגון במרחב מג'דל סלם@N12chat",2024-01-22 21:41:36+00:00,N12chat,telegram,460,"מבזקן 12מטוסי קרב של חיל האוויר תקפו הערב תשתיות טרור ועמדות תצפית של חיזבאללה במרחב הכפרים בליידא ועיתרון שבדרום לבנון. פרט לכך, צה""ל תקף מוקדם יותר היום מבנה צבאי של הארגון במרחב מג'דל סלם@N12chat"
"חיסול המחבלים אתמול בבית החולים בג'נין על ידי כוח מסתערבים: כניסה חלקה, יציאה חלקה.ככה נראים מקצוענים בליגה אחרת.חומר לסרט קולנוע.User sent a document",2024-01-31 08:18:22+00:00,abualiexpress,telegram,461,"חיסול המחבלים אתמול בבית החולים בג'נין על ידי כוח מסתערבים: כניסה חלקה, יציאה חלקה.ככה נראים מקצוענים בליגה אחרת.חומר לסרט קולנוע.User sent a document"
"בשבתו כשופר של חזבאללה וחמאס ובניסיון להניא את ישראל ממהלך קרקעי ברצועה, מדווח הבוקר עיתון אלאח'באר הלבנוני כי האמצעים שהכינה חמאס להתמודד עם כניסה קרקעית של צה""ל לרצועה לא נפגעו וכי הפגיעה בפעילים הצבאיים של חמאס היתה מוגבלת בלבד. לטענת העיתון אף מנהרה של חמאס לא נפגעה וחמאס נערכת עם 40 אלף פעיליה....###זוהי כתבת הפחדה קלאסית. חמאס מנסה לעצור כניסה קרקעית של צה""ל, בכל האמצעים העומדים לרשותה ועיתון אלאח'באר הלבנוני הוא אחד מהם.",2023-10-14 06:19:09+00:00,abualiexpress,telegram,462,"בשבתו כשופר של חזבאללה וחמאס ובניסיון להניא את ישראל ממהלך קרקעי ברצועה, מדווח הבוקר עיתון אלאח'באר הלבנוני כי האמצעים שהכינה חמאס להתמודד עם כניסה קרקעית של צה""ל לרצועה לא נפגעו וכי הפגיעה בפעילים הצבאיים של חמאס היתה מוגבלת בלבד. לטענת העיתון אף מנהרה של חמאס לא נפגעה וחמאס נערכת עם 40 אלף פעיליה....###זוהי כתבת הפחדה קלאסית. חמאס מנסה לעצור כניסה קרקעית של צה""ל, בכל האמצעים העומדים לרשותה ועיתון אלאח'באר הלבנוני הוא אחד מהם."
°תוכן שיווקי,2024-01-07 14:59:00+00:00,abualiexpress,telegram,463,°תוכן שיווקי
"צה""ל תקף לפני זמן קצר באלח'יאם בדרום לבנון.",2023-12-21 17:41:25+00:00,abualiexpress,telegram,464,"צה""ל תקף לפני זמן קצר באלח'יאם בדרום לבנון."
"מבזקן 12דיווחי התנועה והפקקים חזרו ל-Waze. מהחברה נמסר: ""ככל שיותר נהגים חוזרים לכבישים, אנחנו מעדכנים את מפות Google ו-Waze כך שהמשתמשים יוכלו לראות את מצב התנועה בזמן אמת לאורך המסלול שלהם כשהם מנווטים. עומסי תנועה ושכבת המידע עליהם במפות Google עדיין מושבתת""@N12chat",2023-12-23 19:26:18+00:00,N12chat,telegram,465,"מבזקן 12דיווחי התנועה והפקקים חזרו ל-Waze. מהחברה נמסר: ""ככל שיותר נהגים חוזרים לכבישים, אנחנו מעדכנים את מפות Google ו-Waze כך שהמשתמשים יוכלו לראות את מצב התנועה בזמן אמת לאורך המסלול שלהם כשהם מנווטים. עומסי תנועה ושכבת המידע עליהם במפות Google עדיין מושבתת""@N12chat"
"ניר דבורינציגי צה""ל הגיעו למשפחותיהם של יוסי שרעבי, איתי סבירסקי ונועה ארגמני שנחטפו לשטח רצועת עזה, ועדכנו אותם במידע שיש בידי צה""ל אודותיהם ועל הסרטון שפורסם. צה""ל בוחן את מהימנות הסרטון ויעדכן את הציבור בהמשך@N12chat",2024-01-15 18:04:34+00:00,N12chat,telegram,466,"ניר דבורינציגי צה""ל הגיעו למשפחותיהם של יוסי שרעבי, איתי סבירסקי ונועה ארגמני שנחטפו לשטח רצועת עזה, ועדכנו אותם במידע שיש בידי צה""ל אודותיהם ועל הסרטון שפורסם. צה""ל בוחן את מהימנות הסרטון ויעדכן את הציבור בהמשך@N12chat"
"ירון שניידרטנקים מחוץ לבית החולים אלח'יר במערב חאן יונס, לפני זמן קצר@N12chat",2024-01-22 12:23:45+00:00,N12chat,telegram,467,"ירון שניידרטנקים מחוץ לבית החולים אלח'יר במערב חאן יונס, לפני זמן קצר@N12chat"
"משרד הבריאות הפלסטיני:195 הרוגים פלסטינים ברצועה ביממה האחרונה.25,490 הרוגים מאז תחילת המלחמה. כ 63,300 פצועים מאז תחילת המלחמה.",2024-01-23 10:44:01+00:00,abualiexpress,telegram,468,"משרד הבריאות הפלסטיני:195 הרוגים פלסטינים ברצועה ביממה האחרונה.25,490 הרוגים מאז תחילת המלחמה. כ 63,300 פצועים מאז תחילת המלחמה."
"אור רבידמפקד מחוז ת""א, ניצב פרץ עמר, וסגל הפיקוד הבכיר של המחוז הדליקו הערב נר שישי עם משפחות החטופים ברחבת מוזיאון ת""א. ""אני עומד כאן ורואה בכל אחד ואחת מכם את האור, את עוצמת הרוח ואת מסירות הנפש המסמלים את חג החנוכה"", אמר מפקד המחוז למשפחות. צילום: דוברות המשטרה@N12chat",2023-12-12 20:32:55+00:00,N12chat,telegram,469,"אור רבידמפקד מחוז ת""א, ניצב פרץ עמר, וסגל הפיקוד הבכיר של המחוז הדליקו הערב נר שישי עם משפחות החטופים ברחבת מוזיאון ת""א. ""אני עומד כאן ורואה בכל אחד ואחת מכם את האור, את עוצמת הרוח ואת מסירות הנפש המסמלים את חג החנוכה"", אמר מפקד המחוז למשפחות. צילום: דוברות המשטרה@N12chat"
"ערוצי חמאס רגישים לביקורת על חגיגות השמחה של האסירים המשוחררים מצד העזתיים הכואבים ומפרסמים סרטון של צעיר מזרח ירושלמי ששוחרר זה עתה ומספר ש""שמחתו מהולה בעצב על השהידים בעזה...""",2023-11-26 19:37:27+00:00,abualiexpress,telegram,470,"ערוצי חמאס רגישים לביקורת על חגיגות השמחה של האסירים המשוחררים מצד העזתיים הכואבים ומפרסמים סרטון של צעיר מזרח ירושלמי ששוחרר זה עתה ומספר ש""שמחתו מהולה בעצב על השהידים בעזה..."""
"אור רבידתושב טייבה כבן 21 נעצר לאחר שהביע ברשתות החברתיות תמיכה בחמאס. הוא פרסם כמה תמונות ובהן כיתוב המהלל בין השאר את המחבלים וקרא להצטרף אליהם. כמו כן, הוא כתב: ""תהיה מעורב ומורד... מי שמוסלמי ולא מצטרף להתנגדות נגד ישראל צריך לבדוק את האיסלאם שלו""@N12chat",2023-11-22 13:10:22+00:00,N12chat,telegram,471,"אור רבידתושב טייבה כבן 21 נעצר לאחר שהביע ברשתות החברתיות תמיכה בחמאס. הוא פרסם כמה תמונות ובהן כיתוב המהלל בין השאר את המחבלים וקרא להצטרף אליהם. כמו כן, הוא כתב: ""תהיה מעורב ומורד... מי שמוסלמי ולא מצטרף להתנגדות נגד ישראל צריך לבדוק את האיסלאם שלו""@N12chat"
"ניצן שפיראבית החולים סורוקה: במהלך היממה החולפת פונו לסורוקה 30 נפגעים, מתוכם אחד במצב קשה. מתחילת הלחימה פונו לבית החולים 2,091 נפגעים בדרגות פציעה שונות@N12chat",2023-12-12 17:48:41+00:00,N12chat,telegram,472,"ניצן שפיראבית החולים סורוקה: במהלך היממה החולפת פונו לסורוקה 30 נפגעים, מתוכם אחד במצב קשה. מתחילת הלחימה פונו לבית החולים 2,091 נפגעים בדרגות פציעה שונות@N12chat"
חיל האוויר תוקף בח'אן יונס בדרום הרצועה.,2023-12-07 09:41:15+00:00,abualiexpress,telegram,473,חיל האוויר תוקף בח'אן יונס בדרום הרצועה.
החות'ים בתימן: אנחנו ערוכים לחידוש הפעילות ההתקפית שלנו נגד האויב הציוני ככל שיחליט לחדש את תקיפותיו בעזה.,2023-11-30 18:34:45+00:00,abualiexpress,telegram,474,החות'ים בתימן: אנחנו ערוכים לחידוש הפעילות ההתקפית שלנו נגד האויב הציוני ככל שיחליט לחדש את תקיפותיו בעזה.
"ניר דבורישר הביטחון גלנט: ""בשלב החדש אליו נכנסנו במלחמה יש הזדמנויות משמעותיות אך גם סיכונים כבדי משקל - חיזבאללה נמצא בתחושת נרדפות, רצף הפעולות שלנו יימשך. במקביל, נמשיך ונקיים את המאמץ להשיב את החטופים ולמוטט את חמאס"". צילום: אלעד מלכה@N12chat",2024-09-19 15:57:29+00:00,N12chat,telegram,475,"ניר דבורישר הביטחון גלנט: ""בשלב החדש אליו נכנסנו במלחמה יש הזדמנויות משמעותיות אך גם סיכונים כבדי משקל - חיזבאללה נמצא בתחושת נרדפות, רצף הפעולות שלנו יימשך. במקביל, נמשיך ונקיים את המאמץ להשיב את החטופים ולמוטט את חמאס"". צילום: אלעד מלכה@N12chat"
"ספיר ליפקיןיממה אחרי שחוסלו בתקיפה בדמשק: התקיים ""טקס אשכבה"" לחמשת אנשי משמרות המהפכה של איראן בא-סיידה זינב שמדרום לדמשק, לקראת הבאתם לקבורה באיראן@N12chat",2024-01-21 10:04:51+00:00,N12chat,telegram,476,"ספיר ליפקיןיממה אחרי שחוסלו בתקיפה בדמשק: התקיים ""טקס אשכבה"" לחמשת אנשי משמרות המהפכה של איראן בא-סיידה זינב שמדרום לדמשק, לקראת הבאתם לקבורה באיראן@N12chat"
"מבזקן 12באר שבע: נער בן 16 נפצע בינוני באירוע אלימות בשדרות דוד חכם. צוות מד""א העניק לו טיפול רפואי, ופינה אותו לבית החולים סורוקה בעיר עם פציעות חודרות@N12chat",2024-02-14 13:07:34+00:00,N12chat,telegram,477,"מבזקן 12באר שבע: נער בן 16 נפצע בינוני באירוע אלימות בשדרות דוד חכם. צוות מד""א העניק לו טיפול רפואי, ופינה אותו לבית החולים סורוקה בעיר עם פציעות חודרות@N12chat"
דפנה ליאלדיווח ב-AFP: אסמאעיל הנייה צפוי להגיע מחר למצרים לדיון בנושא הסכם הפסקת האש@N12chat,2023-12-19 21:29:22+00:00,N12chat,telegram,478,דפנה ליאלדיווח ב-AFP: אסמאעיל הנייה צפוי להגיע מחר למצרים לדיון בנושא הסכם הפסקת האש@N12chat
"°המחסנים הלוגיסטיים של עליאקספרס כבר כאן בארץ! מלאי המוצרים בשילוח מהמחסנים בארץ גדל וזמן השילוח מתקצר ואין הגבלת סכום לחיוב במכס!אצלנו בערוץ תקבלו את כל המבצעים הכי טובים לישראלים, קודי קופון ייחודיים ומגוון עצום של מוצרים💎יש לנו קשר ישיר עם המנהלים בסין שמביאים לכם את הקופונים שלא תמצאו בשום מקום אחרדילים שוויםהערוץ הותיק והגדול ביותר בטלגרםתתחילו להשוות ולקנות חכם👇👇👇https://t.me/+ylIdOwIA9lBhNjc0https://t.me/+ylIdOwIA9lBhNjc0",2024-02-03 18:30:00+00:00,abualiexpress,telegram,479,"°המחסנים הלוגיסטיים של עליאקספרס כבר כאן בארץ! מלאי המוצרים בשילוח מהמחסנים בארץ גדל וזמן השילוח מתקצר ואין הגבלת סכום לחיוב במכס!אצלנו בערוץ תקבלו את כל המבצעים הכי טובים לישראלים, קודי קופון ייחודיים ומגוון עצום של מוצרים💎יש לנו קשר ישיר עם המנהלים בסין שמביאים לכם את הקופונים שלא תמצאו בשום מקום אחרדילים שוויםהערוץ הותיק והגדול ביותר בטלגרםתתחילו להשוות ולקנות חכם👇👇👇https://t.me/+ylIdOwIA9lBhNjc0https://t.me/+ylIdOwIA9lBhNjc0"
"ירון שניידרבנאומו לאומה, מזכ""ל חיזבאללה חסן נסראללה מציג נתונים על הלחימה לאורך גבול הצפון: ביצענו מתחילת הלחימה כ-670 תקיפות נגד מוצבים ויישובים ישראליים, בין 6 ל-7 תקיפות בממוצע ביום@N12chat",2024-01-05 13:43:46+00:00,N12chat,telegram,480,"ירון שניידרבנאומו לאומה, מזכ""ל חיזבאללה חסן נסראללה מציג נתונים על הלחימה לאורך גבול הצפון: ביצענו מתחילת הלחימה כ-670 תקיפות נגד מוצבים ויישובים ישראליים, בין 6 ל-7 תקיפות בממוצע ביום@N12chat"
"מבזקן 12חברת נתיבי איילון הודיעה כי כביש 20 לכיוון דרום ייחסם הרמטית מחצות ועד השעה 5 בבוקר ממחלף חוף השרון ועד למחלף שמריהו מזרח, בעקבות עבודות להנפת מקטעי גשר. כביש 2 יישאר פתוח לתנועה, והכניסה לאיילון דרום מכביש 531 תישאר פתוחה בזמן החסימה. המפה באדיבות חברת נתיבי איילון@N12chat",2024-01-21 09:32:28+00:00,N12chat,telegram,481,"מבזקן 12חברת נתיבי איילון הודיעה כי כביש 20 לכיוון דרום ייחסם הרמטית מחצות ועד השעה 5 בבוקר ממחלף חוף השרון ועד למחלף שמריהו מזרח, בעקבות עבודות להנפת מקטעי גשר. כביש 2 יישאר פתוח לתנועה, והכניסה לאיילון דרום מכביש 531 תישאר פתוחה בזמן החסימה. המפה באדיבות חברת נתיבי איילון@N12chat"
תיעוד נוסף מח'אן יונס בדרום הרצועה.כדי להגיב לכתבה לחצו כאן,2023-11-23 11:58:59+00:00,abualiexpress,telegram,482,תיעוד נוסף מח'אן יונס בדרום הרצועה.כדי להגיב לכתבה לחצו כאן
"°🌟חבילה חלומית ומשתלמת במיוחדברשתSEALY🌟מותג המזרנים מס' 1 בארה""ב‼🛏️מיטה זוגית מעוצבת ALABAMAכוללמזרן HYATT HOTELהמתקדם והאיכותי💸רק ב-10,440 ₪ בלבד!💸📦כוללהובלה והרכבה🛍️או ברכישה נוחה:290 ₪ בחודש ל-36 תשלומים בלבד!✨מה מקבלים?מיטה זוגיתALABAMA– יצירת מופת בעיצוב יוקרתי בדמוי עור,🛋️שתשדרג את חדר השינה שלכם עםנוחות שאין כמותהועיצוביוצא מן הכלל.מזרן Hyatt Hotel– המזרן הרשמי שלסוויטות היוקרהבמלונות Hyatt בעולם!💤טכנולוגיית™Posturpedicלתמיכה מושלמת בגב.❄️שכבתSealy Visco Gelלוויסות טמפרטורה ומניעת הזעה בלילה.🔗להזמנה מהירה באתר>>https://bit.ly/4eEsyZk🚛עלות הובלה והרכבה –450 ₪(כלול במחיר)📏המחיר מתייחס למידה160/200(קיימות מידות נוספות).אל תחכו – שדרגו את חדר השינה שלכם עכשיו!🔥",2024-11-21 18:00:04+00:00,abualiexpress,telegram,483,"°🌟חבילה חלומית ומשתלמת במיוחדברשתSEALY🌟מותג המזרנים מס' 1 בארה""ב‼🛏️מיטה זוגית מעוצבת ALABAMAכוללמזרן HYATT HOTELהמתקדם והאיכותי💸רק ב-10,440 ₪ בלבד!💸📦כוללהובלה והרכבה🛍️או ברכישה נוחה:290 ₪ בחודש ל-36 תשלומים בלבד!✨מה מקבלים?מיטה זוגיתALABAMA– יצירת מופת בעיצוב יוקרתי בדמוי עור,🛋️שתשדרג את חדר השינה שלכם עםנוחות שאין כמותהועיצוביוצא מן הכלל.מזרן Hyatt Hotel– המזרן הרשמי שלסוויטות היוקרהבמלונות Hyatt בעולם!💤טכנולוגיית™Posturpedicלתמיכה מושלמת בגב.❄️שכבתSealy Visco Gelלוויסות טמפרטורה ומניעת הזעה בלילה.🔗להזמנה מהירה באתר>>https://bit.ly/4eEsyZk🚛עלות הובלה והרכבה –450 ₪(כלול במחיר)📏המחיר מתייחס למידה160/200(קיימות מידות נוספות).אל תחכו – שדרגו את חדר השינה שלכם עכשיו!🔥"
"מבזקן 12ראש האופוזיציה לפיד: ""כל דבר שבו הממשלה מכרסמת בעצמאות השיפוטית בישראל, מכרסם ביכולת להגן על הלוחמים שלנו בהאג. הטענה הישראלית הייתה, 'אנו יודעים לפקח משפטית על עצמנו'. מהבחינה הזו, היכולת להגן על הלוחמים שלנו השתפרה אתמול בערב באופן משמעותי"". את הדברים אמר בתוכנית שבע תשע עם אודי סגל וענת דוידוב ב-103FM@N12chat",2024-01-02 06:22:02+00:00,N12chat,telegram,484,"מבזקן 12ראש האופוזיציה לפיד: ""כל דבר שבו הממשלה מכרסמת בעצמאות השיפוטית בישראל, מכרסם ביכולת להגן על הלוחמים שלנו בהאג. הטענה הישראלית הייתה, 'אנו יודעים לפקח משפטית על עצמנו'. מהבחינה הזו, היכולת להגן על הלוחמים שלנו השתפרה אתמול בערב באופן משמעותי"". את הדברים אמר בתוכנית שבע תשע עם אודי סגל וענת דוידוב ב-103FM@N12chat"
מבזקן 12אזעקות הופעלו במושב מרגליות@N12chat,2024-02-04 12:00:03+00:00,N12chat,telegram,485,מבזקן 12אזעקות הופעלו במושב מרגליות@N12chat
